c_text	c_thembez	c_tatsache	c_meinung	c_begruend	c_loes	c_zusw	c_frage	c_anrede	c_respekt	c_beznutzer	c_bezmedium	c_bezinhalt	c_bezpers	c_bezform	c_story	c_schrei	c_vulg	c_beleid	c_sarkzy	c_diskrim	c_luegenv	c_droh	c_gewalr	c_verwünsch	c_quali
Endlich mal ein paar ruhige Tage zu Hause. 😉	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Liebes WDR Lokalzeit Ruhr Team. Wir haben nicht Frühherbst sondern Spätsommer.	2	3	0	0	0	2	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gefällt mir nicht.	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Andreas S. Kalb Leute wie Sie richten deutlich mehr an. Zum Beispiel dadurch, dass diese Herrschaften wählen gehen dürfen 😉	0	0	3	0	0	0	0	0	0	3	0	3	3	0	0	0	0	0	3	0	0	0	0	0	2
Erstmal fällt Weihnachten und Sylvester aus das  wird langweilig.	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
Hen Ry ,dass	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Das Beste was mir passieren konnte ❤️	2	0	3	0	0	0	0	0	0	3	0	3	3	0	1	0	0	0	0	0	0	0	0	0	2
Djt Weienberg ......doch darf Diese Entscheidung, von niemandem beeinflusst- oder gar erzwungen sein.....	3	0	3	0	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
weil wir in der Gegenwart leben..hat in 4 Jahren in Dortmund ein gutes gespiel gemacht(hatte genug Chancen und gefeiert hatte ich ihn anfangs auch) Größte Enttäuschung überhaupt...ach ja und Weltmeister ist inzwischen Frankreich ;)	3	3	3	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	3	0	0	0	0	0	3
Beim Holzmachen grundsätzlich zuerst den Ast absägen auf dem du stehst!	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Mein Gott die Wölfe wollen auch nur leben und haben Hunger!!Eine bekannte von mir lebt in Kanada und haben Bären auf dem Grundstück!da ist das kein Problem	3	1	3	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Was war denn immer dein Lieblingsessen?	3	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
müssen wir nicht. Die müssen sich intregrieren und ned Deutschland denen. Die könn ja zurück gehen wenns denen ned passt.	2	0	3	0	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Dirk Siedler dann rennen diese 'unterbelichteten' Eltern stattdessen zum verkaufsoffenen Sonntag. Da passiert sicher weniger, als auf einem Martinsumzug im Freien. 	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2
Patrick Stoye die Zahl ist knapp unter 0 und mittlerweile werden wöchentlich 1,5 Mio. sehr fragwürdige Tests gemacht.	3	3	3	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Das sind keine Mythen, die er verbreitet. Trump lügt ganz bewusst, daher sollte man es auch beim Namen nennen. Trump verbreitet Verschwörungslügen. Hoffentlich scheitert er und wird danach zur Rechenschaft gezogen.	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2
Die haben vollkommen recht. Jeder soll selbst entscheiden. Ich kann es mir überall holen AUCH in Deutschland siehe München, Garmisch oder Hamm!! 	3	2	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Andreas Kreuz , da lacht der Psycho der auch gerne Tiere quält wieder. Das zeichnet Soziopathen nämlich aus. Erst Tiere, dann Menschen. Kein Respekt vor dem Leben. Und sich hinter Fake Accounts verstecken...	0	3	3	2	0	2	0	0	0	3	0	0	3	0	0	0	0	3	3	0	0	0	0	0	0
Volker Reiche so ein blödsinn	2	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1
Die Masken fallen, sie fühlen sich sehr sicher. Genug Schafe gibt es ja....😉	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0
Es gibt hier einige, die bereits gute Erfahrungen gemacht haben. Nicht nur in Dortmund, sondern auch in Düsseldorf. Hoffentlich klappt es auch Oberhausen.🙈	2	1	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
"""In einem Flüchtlingsheim aufgewachsen"" Tusch, Fanfare Drama 🎊🎈🎉🎇🧨...wie lange soll sie denn dort gewesen sein? Zumal sie ja noch nicht einmal fertig ist mit dem Aufwachsen 😂"	3	0	3	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	3	1	1	0	0	0	0
Horst Senior aber ganz sicher!!!!!Nicht nur die😝	2	0	3	0	0	0	0	0	0	3	0	3	0	0	0	3	0	0	3	0	0	0	0	3	0
Ruhrlympics Ruhrlympia Wie oft käme das Dorf denn zu nutze?	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Corona ist der Deckmantel für die Installierung einer Diktatur 👹	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
Findet Nemo 😂	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ronald Latton ist derzeit Kampfgebiet. Die Bundeswehr ist auch dort.	0	3	0	0	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Simon Kromer Wir wollen alle nicht erleben, was als nächstes mit ihm kommt. Er wird sich daran machen die 2 term policy zu untergraben. Sollte er, so wie er es angekündigt hat, bei einer Niederlage diese nicht akzeptieren, kann man davon ausgehen, dass es zu heftigen Auseinandersetzung kommen wird. Die Gefahr eines zivil war's ist durchaus gegeben. Und er hat die Alliance USA-Europe untergraben. Die Welt wird durch ihn nicht ruhiger werden, sondern zunehmend zu Konflikte führen. Seine diplomatische Unfähigkeit hat er bereits präsentiert.	2	3	3	3	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
Alles Gute Mr. President President Donald J. Trump ... Get well soon 🤞	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Der einzige Gast der Sendung der gesunden Menschenverstand hat ist Jürgen von der Lippe. Alle anderen leben fernab jeder Realität und sind Träumer.	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Den Überblick verliert man nicht, in den Medien gibt es ja nichts anderes mehr als corona hier und corona da, die Panikmache läuft auf Hochtouren, also keine Angst rtl.	3	0	3	3	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3	0	3	0	0	0	0
Gut so👍 ....ein jeder sollte nach seiner Facon glücklich werden.❤️	3	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"So lange Supermärkte wie LIDL ihr Personal anweisen, Leute ohne Maske nicht aus den Markt zu weisen, sondern im Laden zu belassen, können wir 2050 noch diskutieren. Die Worte des Geschäftsführers LIDL, ich lasse mich wegen eine ""dusseligen"" Maske weder verprügeln noch abstechen."	3	3	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
Ist das so wichtig..?	3	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
"Jörg Müller Es ist Ihrer Meinung nach legitim eine Sendung zu machen, in der ausschließlich Befürworter eine Sache beteiligt sind? Deferenziert ist in meinen Augen etwas anderes. Und 60% sind für mich eine Behauptung. Für mich war die Sendung tendenzös, unausgewogen und derart einseitig, dass ich das Gefühl hatte, dass es nicht darum ging für etwas zu werben, sondern möglichst viel Druck aufzubauen, der letztlich bei mir auch dazu führt noch skeptischer zu sein. Aber sicher wird Ihre Kritik sehr gerne gesehen - nur bei mir ist sie merkwürdig ""überpositiv"" angekommen."	3	0	3	3	0	0	3	0	0	3	3	0	0	0	0	0	0	0	2	0	2	0	0	0	2
13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ich habe es während meiner Weiterbildung zur ihelferin gelernt und es ist echt spannend ☺️	3	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Gewalt gegen Frauen! Wer ist denn der Gewalttätige?	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1
Bleibt lieber zu Hause und schaut RTL 😉	3	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vielen Dank für das Feedback, das freut uns!	1	0	3	0	0	0	0	1	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	3
Absoluter Wahrnsinn wer will denn dann noch ins Krankenhaus was wollen wir denn den Schwestern und Ärzten noch zumuten	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"Ulrike Naethuijs vertun Sie sich da mal nicht. Das ""zu Hause"" ist ja das Eigene. Wenn man unterwegs ist, kommt bei diesen Menschen schnell eine ""mir doch egal""-Einstellung"	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Manu Aaliyah Ein Stein, der einem auf dem Kopf fällt, kann auch tötlich sein.	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1
Wie gehts der Wespe?	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Sollte es in NRW auch geben! Hier steigen die Zahl ins Unermessliche und keiner tut was! Die getroffenen Maßnahmen sind lächerlich!	3	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dem Mann einen Orden! Ok, zugegeben ich finde die Erkenntnis kommt etwas spät, aber es lässt sich ja zumindest mal darauf aufbauen . Also zumindest einen Lolli hat er sich verdient 😄	3	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Sammy Man ☝️🤓 Gut erfasst! Funktioniert in nahezu allen Lebensbereichen😁 Gleich mal nachlesen...📓	2	0	3	1	0	0	0	0	3	3	0	3	0	0	0	1	0	0	0	0	0	0	0	0	3
Geiler Tag heute die Sonne scheint, lasst es euch gut gehen 🤗	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Norbert Grünewald der ganze Gender Wahnsinn nervt mich total und darauf habe ich mich bezogen. Das war doch auch das Thema gewesen. Die Begriffe Negerkuss bzw Mohrenkuss versuche ich mit Schokokuss zu umschreiben, aber da ich die z. Zt. selbst kaum esse, da sie mir zuviel Zucker enthalten, habe ich damit kein Problem. Und Zigeuner Schnitzel esse ich auch nicht, da ich mich vegetarisch bis vegan ernähre.	3	3	3	3	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	2	0	0	0	0	2
Hi, Barbara, Danke dass du von deiner Erfarung berichtest und ich denke dass ihr beiden in dem Punkt sehr einig seid, dass es wunderbar ist, wenn alte Menschen so fit sind, dass sie ihren Hobbies noch nachgehen können .	2	0	3	0	0	0	0	2	3	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	4
Markus Wagner definitiv Steckrübe	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
20 Euro die Stunde? Ich kenne keinen in meinem Freundeskreis 20Euro die std bekommt. . Der Witz des Tages sorry😂😂😂😂😂😂😂😂😂😂	3	2	3	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	3	0	0	0	0	0	1
Stefan Harder das ist halt der richtige Name des Landes.	0	3	0	1	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
Ich würde noch bei keiner Umfrage, befragt worden! Ich kenne auch niemanden der befragt worden ist! Also wen fragen die den wen sie das Volk nicht befragen??? 	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0
Das arrogante Auftreten von Herrn Plasberg geht mir so auf den Keks. Dass da überhaupt noch jemand hingeht.	1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Für Trump Knast wegen Völkermordes!	1	1	3	1	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0
"WDR Lokalzeit Ruhr, seit wann werden ""Einstweilige Verfügungen"" eingereicht? Ich dachte immer, die werden beantragt und dann ggf. erlassen."	2	2	2	1	0	1	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2
Da kann man doch sehen Hart aber Fair sind die neusten Fake News ....als wenn ihr 71 Millionen Menschen befragt habt .....ich glaub bei euch hat Corona im Hirn zugeschlagen sowas von unglaubwürdig........	2	1	3	1	0	0	0	0	0	0	3	0	0	0	0	0	1	2	3	0	3	0	0	0	0
Matze Gebhardt Falsch, Quatsch, Geschwurbel. Setzen Sechs. Nochmal recherchieren.	0	0	3	0	0	0	0	0	0	3	0	3	0	3	0	0	2	0	3	0	3	0	0	0	0
Warum wurde in der Fragestellung das Wort WIRKLICH benutzt? Das impliziert, dass bisher gelogen wurde ..	3	3	3	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
René Wa haben die pommes¿	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jean Pierre Crommen wo? In Deutschland bestimmt nicht!	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Einfach herrlich 🍁	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Wie ist eigentlich die medizinische Versorgung in sozialistischen Staaten Herr Jorde...	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Ja Wölfe haben halt Hunger 🤦‍♂️	3	0	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Bergamo scheint doch nicht zu reichen. Und von den deutschen Vollpfosten werden sie dann noch zu Freiheitskämpfern stilisiert. Gott hilf!	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2
Iris Mendel.. Welches Gedankengut?	0	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Ich habe selten einen derart verantwortungslosen, klischeebehafteten Film gesehen, wie die gestrige Ausstrahlung in der ARD. Das Abstimmungsergebnis war vorhersehbar, dass nur eine Minderheit mit Nein stimmen würde, ich gehöre dazu, ist auch in der Höhe zu erwarten gewesen. Ich habe mit Nein gestimmt, die Gründe dafür sind vielfältig: Der wichtigste Grund für meine Entscheidung an erster Stelle: Die Entscheidung für den Freitod ist absolut unwiderruflich und kann im Erfolgsfall nicht revidiert werden. Woher weiß Herr Gärtner, dass nicht morgen, übermorgen, in fünf oder zehn Jahren ein Ereignis oder Menschen in sein Leben treten, die den momentanen Wunsch, aus dem Leben zu gehen, ad absurdum führen würden? Was, wenn ein Jahr nach seinem Tod, eines seiner Kinder schwer erkrankt und er als liebender Großvater von seinem Enkel oder seiner Enkelin dringend gebraucht wird und dass genau dies seinem Leben einen neuen Sinn gibt? Wir alle erleben und erfahren in diesen Tagen, wie schnell sich Gewissheiten verflüchtigen und einer neuen Wirklichkeit Platz machen können. Meine weiteren Gründe für ein Nein: Wer kann heute schon dafür garantieren, dass nicht morgen Ärzte massiv, von Betroffenen und/oder Angehörigen unter Druck gesetzt werden, das todbringende Mittel zu verabreichen? Als gebürtiger Wiesbadener weiß ich, dass zwischen der Debatte um den schönen (selbstbestimmten?) Tod (eu thánatos) nur zwölf Jahre lagen. Das Ergebnis waren der Kalmenhof bei Idstein, der Eichberg und Hadamar.	3	3	3	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	3	0	1	0	0	0	4
Es würgt mich... habe umgeschaltet..	2	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1
Wie und wann hält nun endlich das Gendersternchen diese Forderungen ein?	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Bruno Auri den Gernot müsste man sogar noch paar Meter tiefer einmauern! Den hat es schon sehr stark erwischt!	0	0	3	2	2	0	0	0	0	3	0	3	3	0	0	0	0	0	3	0	0	0	0	3	1
"Das ist echt so traurig😥ich glaub das nicht.
Bald ist es dann auch genug😕"	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Wer haftet für Nebenwirkungen?	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RTL Aktuell Die Schäden, die solche Maßnahmen anrichten, stehen in keinem vernünftigen Verhältnis zu einem vermeintlichen Nutzen!	3	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1
...die Sendung ist nur lachhaft	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	1	3	1	0	0	0	0	0	0
Patrick Spli Panik ist nicht erklärbar	3	2	1	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
Stefan Wedegärtner ja also..ist wie immer: die Mischung macht es. Eines kann nie für alle DIE Lösung sein, ist doch klar....i	3	0	3	0	2	0	0	0	0	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2
Erich Schmidt und weniger Beerdigen! Dann ist auch keiner tot! Life Hack 😉	0	0	3	0	1	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
Auch ich habe ein Focus Siegel bekommen (?) und als ich es auf meiner Homepage gestellt habe die Aufforderung von 1980€ zu zahlen dafür!!!	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	2
"Kirstin Lange 
Es gibt KEINE Rentenkasse, es gibt KEIN KAPITALBASIERTES RENTENKONTO, es gibt aber eine RENTENVERSICHERUNG.
DAS IST FALSCH UND NICHT RICHTIG, WAS SIE BEHAUPTEN!
Der Bundeszuschuss zur gesetzlichen Rente steigt 2020 auf über 100 MILLIARDEN Euro an.
So eine Prognose der Bundesregierung aus diesem Jahr. Er wird aus Steuermitteln finanziert.
Die Beiträge zur gesetzlichen Rente allein reichen schon lange nicht mehr aus, um die Renten zu zahlen. Der Staat, oder besser das Finanzministerium, überweist der Deutschen Rentenversicherung im Jahr 2017 insgesamt 91 Milliarden Euro. Damit ca. 4 Milliarden mehr als 2016. Dieser Geldbetrag entspricht ca. 30 Prozent des gesamten Bundeshaushaltes und etwa 65 % des Budgets des Bundesministeriums für Arbeit und Soziales. Also über zwei Drittel der Ausgaben des Sozialbudgets gehen für die Rente drauf. ;-) "	2	3	0	3	0	3	0	0	0	3	0	3	0	0	0	3	0	0	0	0	0	0	0	0	4
da schämt man sich Fußballfan zu sein	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Die Steuerzahler sollten sich weigern, diesen Schwachsinn weiterhin zu unterstützen.	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
WDR Lokalzeit Ruhr ja. geht...😘😉	3	3	0	0	0	0	0	0	0	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	3
Marko Panda ne Leuchte biste auch nicht	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0	3	3	0	0	0	0	0	0
Was aus meinen Kindern geworden ist❓( Vater Bäcker, Mutter gelernte Konditorin, jetzt Hauswirtschaft im Altenheim) Eine Tochter beginnt ihr Referendariat im November, die andere ist Examinierte Altenpflegerin. So, ist einer meiner Töchter jetzt minderwertig, weil sie nicht das Abi gemacht hat❓ Mich ärgern solche Artikel. Genau wegen so einen Schei... in der Gesellschaft, fühlen sich Jugendliche unter Druck gesetzt😔. Ohne Abi und Studium nichts Wert zu sein. Wir sind auf beide Töchter stolz und haben unser möglichstes getan um beide zu unterstützen. Alles wird in der Gesellschaft schlecht geredet 😡.	2	2	3	3	0	0	0	0	0	1	2	1	0	0	3	0	2	0	3	0	0	0	0	0	2
Jetzt wird's psychologisch, meine Herren.	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
15...🙈	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Angelika Friedlein ja. Noch nie in der Geschichte der BRD gab es eine verlogener und korrupterer Regierung wie jetzt	1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0
Sieht ganz so aus. Werden Sie da etwa neidisch, liebe Community? ;)	3	1	2	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"Der Post der Lokalzeit ist dumm bis furchtbar, keine Frage. Ihr Kommentar ist aber auch nicht gerade ein Elaborat von hoher Güte. ""Wieder ein Versuch..."", ""bekommt man hinterher geschmissen"", ""Alle... haben minimum das Abitur"" sind falsch bis dumm. Mich als Hauptschüler (ok, anschließend Gnaden-MR auf der Handelsschule) trifft die dumme Formulierung der WDR Lokalzeit Ruhr überhaupt nicht. Ich bedauere höchstens die Geisteshaltung des Menschen, der sie verbrochen hat."	3	0	3	0	0	0	0	0	0	3	3	3	3	3	1	0	2	3	3	0	3	0	0	0	2
Das schlimmste an dieser Jugend ist der Gendergagasprech.	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0
Zunächst sollte man sich fragen, warum die Infektionszahlen nicht sinken, oder?	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Wieder mal ein Virologe, der sich wahrscheinlich für ein bisschen groß Geld von der Pharmalobby motivieren lässt	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0
Harald Boehme ja kann man wenn einem nur das Geld wichtig ist. Dann kann man mit jeden zusammen arbeiten und schaut eben bei Mord auch mal weg, so wie es die CDU tut. Es ist eben die Frage wollen wir das als Gesellschaft auch. Ich sage klar Nein. Gerade als Deutsche sollten wir Moral zu schätzen wissen. Egal in welchem Land 🙄✌️	2	2	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
Tina Krummenerl ...den Job musst Du mir aber mal verraten 😉😁	2	0	0	0	0	0	1	0	0	3	0	3	0	0	0	1	0	0	2	0	0	0	0	0	1
Ärzt*innenvereinigung... puh, ist schwierig, was?! 🙈	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Olympischestraße kann man es nennen	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Da hast du recht	3	0	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Mein Gott hört auf rum zu heulen, in anderen Ländern ist es noch schlimmer mit der Beschränkung	3	3	3	2	0	2	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2
Ach, der Kubicki hat sich leider im Neoliberalismus verloren und hat seit längerem schon eine Menge Fans bei den Rechtspopulisten. Fehlt nur noch, daß die Luftpumpe Lindner bezüglich COVID-19 Maßnahmen befragt wird. Ein Bürgermeister einer sehr stark betroffenen Stadt/Gemeinde ist deshalb aus der FDP vor kurzem ausgetreten.	2	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	2
hart aber fair der Eindruck täuscht. Ich hätte jetzt nur Mutmaßungen gehört und keine Beweise. Das nennen Sie unabhängigen Journalismus? Autsch. Offen fragend ist Bildzeitungsniveau.	1	3	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	2	0	0	0	1
Am Ende zahlt es sowieso der Michel und deren Kinder und Kindeskinder aber bis das die ZDF Journaliste verstehen	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Stephanie Seggelmann 🏋️‍♂️🏃‍♀️🤸‍♂️	3	0	0	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2
Fara Gräf so ist es aber die dumm Schwätzer müssen ja ihre Unwahrheiten verbreiten	0	0	3	0	0	0	0	0	2	3	0	3	0	0	0	0	2	3	0	0	3	0	0	0	0
Sabrina Gail 😂	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Simon Rod vielleicht einfach sich belesen. 😉	1	0	3	0	1	0	0	0	0	3	0	3	2	0	0	0	0	0	3	0	1	0	0	0	2
Ulrike Voss und Klaus Freund, was genau ist Ihr Problem?	0	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Der Russe kommt! - Folge 375...	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
Top! 👍	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Prima, die Geschäfte, Supermärkte werden explodieren, geplündert werden und der, der arbeiten gehen muss kann sich nicht mehr eindecken super!	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
Bi Anka 30 cm wenigstens	3	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Müsst ihr immer diesen A... einladen? Sein Sprech ist wie eine Kopie des tRumpeltiers. Ein Grund für mich, nicht einzuschalten. Habe den letztens in der Phoenix Runde erlebt.	3	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0	0	1	0
Hat er recht	3	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Viel Spaß beim Lesen und revidieren, dass die FDP nichts vorschlägt. https://www.fdp.de/oeffnungsstrategie-entwickeln	3	3	1	0	0	3	0	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1
Wundert mich jetzt nicht wirklich, bei der ganzen Panikmache vom Staatsfunk	3	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	3	0	0	0	0
Drama, Panik und nur keine Hoffnung verbreiten.	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
Kevin Ludwig dauert bestimmt auch paar Monate und kostet einiges an Steuergeldern 😅	1	1	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
Warum ist die Pubertät eine Last in der Pandemie - völlig aus dem Kontext gerissen... Die größte Last in dieser Pandemie tragen nicht diese jungen Leute ohne Einkommen sondern all die, die die Wirtschaft am laufen halten damit nicht diese auch noch kollabiert und natürlich (!) alle Menschen in sozialen Berufen. Zukunftsängste haben übrigens alle Menschen, egal ob jung oder alt!	3	2	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	1	0	0	0	0	2
Ich werde Weihnachten wie jedes Jahr verbringen,mit Kirche, Essen und der ganzen Familie.	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Olli Gersin Das sollte jeder für sich entscheiden. Doch Risikopatienten haben danach sicher noch mehr Probleme!!	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	1	0	0	3	0	0	0	0	0	1
